customer_id,gender,married,dependents,senior_citizen,tenure,phone_service,internet_service,paperless_billing,contract_type,payment_method,monthly_charges,total_charges,churn
4770-QAZXN,Female,No,No,No,13,Yes,No,No,Monthly,Credit (auto),19.45,232.1,No
4770-UEZOX,Male,No,No,No,2,Yes,Fiber,Yes,Monthly,eCheck,74.75,144.8,No
4774-HHGGS,Male,Yes,No,No,30,Yes,No,No,Biannually,Check,19.05,637.55,No
4776-XSKYQ,Female,Yes,Yes,No,12,No,DSL,No,Annually,Credit (auto),30.25,368.85,No
4778-IZARL,Male,Yes,No,No,63,Yes,Fiber,Yes,Biannually,Credit (auto),110.1,6705.7,No
4779-ZGICK,Male,Yes,Yes,No,48,Yes,No,No,Biannually,Check,23.55,1173.35,No
4781-ZXYGU,Male,Yes,Yes,No,1,Yes,No,Yes,Monthly,Wire (auto),20.15,20.15,No
4782-OSFXZ,Female,Yes,No,Yes,71,Yes,DSL,Yes,Biannually,Wire (auto),82.7,5831.2,No
4785-FCIFB,Female,Yes,No,No,61,Yes,No,No,Biannually,Check,24.4,1417.9,No
4785-NKHCX,Male,No,No,Yes,5,Yes,No,No,Monthly,Wire (auto),20.05,94.15,No
4785-QRJHC,Male,Yes,No,Yes,46,No,DSL,Yes,Annually,Wire (auto),59.9,2816.65,Yes
4786-UKSNZ,Male,No,No,No,1,Yes,No,No,Monthly,Check,20.2,20.2,Yes
4789-KWMXN,Male,Yes,No,No,47,Yes,Fiber,Yes,Annually,Credit (auto),110.85,5275.8,Yes
4791-QRGMF,Male,Yes,No,No,59,Yes,Fiber,Yes,Annually,Wire (auto),99.5,5961.1,Yes
4795-KTRTH,Female,Yes,No,Yes,5,Yes,Fiber,Yes,Monthly,eCheck,81,371.65,Yes
4795-UXVCJ,Male,No,No,No,26,Yes,No,No,Annually,Credit (auto),19.8,457.3,No
4795-WRNVT,Female,No,No,No,40,Yes,DSL,No,Monthly,Check,65.1,2586,No
4797-AXPXK,Female,No,Yes,No,1,Yes,DSL,Yes,Monthly,eCheck,60,60,Yes
4797-MIWUM,Male,Yes,Yes,No,7,Yes,No,Yes,Monthly,Wire (auto),20.25,174.7,No
4800-CZMPC,Female,Yes,Yes,No,48,Yes,Fiber,Yes,Annually,Credit (auto),103.25,5037.55,Yes
4800-VHZKI,Female,No,No,No,1,Yes,No,Yes,Monthly,Check,19.9,19.9,Yes
4801-JZAZL,Female,Yes,Yes,No,11,No,DSL,Yes,Monthly,eCheck,29.6,346.45,No
4801-KFYKL,Male,No,Yes,No,8,Yes,No,No,Monthly,Wire (auto),19.45,159.2,No
4803-AXVYP,Female,No,No,Yes,38,Yes,Fiber,Yes,Monthly,eCheck,99.55,3734.25,Yes
4803-LBYPN,Male,Yes,Yes,No,34,Yes,No,No,Monthly,Check,20.8,635.9,No
4804-NCPET,Male,Yes,Yes,No,19,Yes,No,No,Biannually,Check,20.2,387.4,No
4806-DXQCE,Female,Yes,No,Yes,70,Yes,Fiber,Yes,Biannually,eCheck,113.65,7714.65,No
4806-HIPDW,Female,Yes,No,No,1,Yes,Fiber,Yes,Monthly,eCheck,68.95,68.95,Yes
4806-KEXQR,Male,No,No,No,4,Yes,Fiber,Yes,Monthly,eCheck,79.9,324.3,Yes
4807-IZYOZ,Female,No,No,No,51,Yes,No,No,Biannually,Wire (auto),20.65,1020.75,No
4808-YNLEU,Female,Yes,No,No,35,Yes,DSL,Yes,Annually,Wire (auto),62.15,2215.45,No
4811-JBUVU,Male,No,No,No,30,Yes,Fiber,Yes,Monthly,Credit (auto),89.9,2723.15,No
4813-HQMGZ,Female,Yes,No,No,8,Yes,Fiber,Yes,Monthly,eCheck,90.25,743.75,No
4815-GBTCD,Female,Yes,No,No,4,No,DSL,Yes,Monthly,eCheck,25.15,99.95,No
4815-TUMEQ,Female,No,No,No,10,Yes,No,Yes,Annually,Check,19.3,185.2,No
4815-YOSUK,Male,Yes,Yes,No,72,Yes,Fiber,Yes,Annually,Credit (auto),104.9,7537.5,No
4816-JBHOV,Male,No,No,Yes,2,Yes,DSL,Yes,Monthly,eCheck,44.7,93.7,Yes
4816-LXZYW,Female,No,No,No,23,Yes,Fiber,Yes,Monthly,eCheck,79.15,1676.95,Yes
4816-OKWNX,Male,Yes,Yes,No,50,Yes,Fiber,Yes,Annually,Wire (auto),103.4,5236.4,No
4817-KEQSP,Female,Yes,Yes,No,71,Yes,No,No,Biannually,Wire (auto),19.85,1326.35,No
4817-QRJSX,Female,No,No,No,10,Yes,Fiber,Yes,Monthly,Credit (auto),81,818.05,Yes
4817-VYYWS,Female,No,No,No,30,Yes,Fiber,Yes,Monthly,eCheck,100.2,2983.8,Yes
4818-DRBQT,Male,Yes,No,No,29,Yes,Fiber,Yes,Monthly,Wire (auto),80.15,2265.25,Yes
4818-QIUFN,Female,No,No,Yes,20,Yes,Fiber,Yes,Monthly,eCheck,79.15,1520.9,Yes
4819-HJPIW,Male,No,No,No,18,No,DSL,No,Monthly,Check,25.15,476.8,No
4821-SJHJV,Female,Yes,Yes,No,32,Yes,Fiber,No,Monthly,eCheck,89.6,2901.8,No
4821-WQOYN,Female,Yes,Yes,No,72,Yes,No,Yes,Biannually,Credit (auto),20.1,1326.25,No
4822-LPTYJ,Male,Yes,No,No,72,Yes,Fiber,Yes,Biannually,Wire (auto),103.75,7346.2,No
4822-NGOCH,Female,No,No,No,13,Yes,Fiber,Yes,Monthly,eCheck,84.45,1058.6,Yes
4822-RVYBB,Male,No,No,Yes,8,Yes,Fiber,Yes,Monthly,eCheck,100.6,819.4,Yes
4822-YCXMX,Male,No,No,No,25,Yes,Fiber,Yes,Monthly,eCheck,84.8,2043.45,Yes
4824-GUCBY,Female,No,No,Yes,22,Yes,Fiber,No,Monthly,eCheck,81.7,1820.9,No
4825-FUREZ,Male,Yes,No,No,42,Yes,No,No,Biannually,eCheck,20.25,835.5,No
4825-XJGDM,Female,No,No,No,61,No,DSL,No,Annually,Credit (auto),43.7,2696.55,No
4826-DXMUP,Male,No,Yes,No,35,Yes,DSL,Yes,Annually,Check,72.1,2495.15,No
4826-TZEVA,Female,No,No,No,40,Yes,Fiber,No,Monthly,Credit (auto),74.8,2971.7,No
4826-XTSOH,Male,Yes,No,Yes,1,Yes,Fiber,Yes,Monthly,eCheck,86.05,86.05,Yes
4827-DPADN,Female,Yes,Yes,No,72,Yes,DSL,Yes,Biannually,Wire (auto),83.3,6042.7,No
4827-LTQRJ,Female,Yes,Yes,Yes,66,Yes,Fiber,Yes,Annually,Credit (auto),110.6,7210.85,No
4827-USJHP,Male,No,No,No,20,Yes,DSL,Yes,Monthly,Check,51.8,1023.85,No
4828-FAZPK,Female,Yes,Yes,No,16,Yes,Fiber,Yes,Monthly,Credit (auto),79.95,1267.95,No
4829-AUOAX,Female,No,No,No,46,Yes,Fiber,No,Monthly,Wire (auto),96.05,4399.5,Yes
4829-ZLJTK,Female,Yes,No,Yes,72,Yes,Fiber,Yes,Biannually,eCheck,112.4,8046.85,No
4830-FAXFM,Male,No,Yes,No,19,Yes,No,Yes,Monthly,Credit (auto),24.1,439.2,No
4831-EOBFE,Male,Yes,Yes,No,29,Yes,Fiber,No,Monthly,Credit (auto),94.65,2649.15,Yes
4832-VRBMR,Male,Yes,No,Yes,65,Yes,Fiber,Yes,Annually,Wire (auto),103.15,6792.45,No
4833-QTJNO,Male,Yes,No,Yes,67,Yes,Fiber,No,Monthly,Wire (auto),83.85,5588.8,No
4835-YSJMR,Male,No,No,No,39,Yes,DSL,Yes,Biannually,Wire (auto),49.8,1971.15,No
4836-WNFNO,Female,Yes,No,No,72,Yes,No,No,Biannually,Credit (auto),25,1849.2,No
4837-PZTIC,Female,No,No,No,47,No,DSL,No,Biannually,Check,41.9,1875.25,No
4837-QUSFT,Female,Yes,No,No,65,Yes,Fiber,Yes,Annually,Wire (auto),100.15,6643.5,No
4840-ORQXB,Female,No,No,Yes,56,Yes,Fiber,No,Monthly,eCheck,104.75,5841.35,No
4844-JJWUY,Female,No,No,Yes,1,Yes,Fiber,Yes,Monthly,eCheck,86,86,Yes
4846-WHAFZ,Female,Yes,No,Yes,37,Yes,Fiber,Yes,Monthly,eCheck,76.5,2868.15,Yes
4847-QNOKA,Female,No,No,No,1,Yes,DSL,Yes,Monthly,Wire (auto),44.9,44.9,Yes
4847-TAJYI,Female,No,No,Yes,6,Yes,Fiber,Yes,Monthly,eCheck,89.35,567.8,No
4849-PYRLQ,Female,No,No,Yes,56,Yes,DSL,No,Biannually,Wire (auto),73.25,4054.2,No
4851-BQDNX,Male,Yes,Yes,No,40,Yes,Fiber,Yes,Annually,eCheck,85.05,3355.65,No
4853-OITSN,Male,Yes,No,No,5,Yes,Fiber,Yes,Monthly,eCheck,89.15,413.25,No
4853-RULSV,Male,No,No,No,70,Yes,Fiber,Yes,Biannually,Credit (auto),104,7250.15,Yes
4854-CIDCF,Female,No,No,Yes,3,Yes,Fiber,No,Monthly,eCheck,73.85,196.4,No
4854-SSLTN,Male,Yes,Yes,No,2,Yes,DSL,No,Biannually,Check,59.5,130.5,No
4855-SNKMY,Female,No,No,No,1,Yes,DSL,Yes,Monthly,eCheck,44.1,44.1,Yes
4859-ZSRDZ,Female,Yes,Yes,No,58,No,DSL,Yes,Biannually,Credit (auto),55.5,3166.9,No
4860-IJUDE,Male,No,No,No,13,Yes,Fiber,Yes,Monthly,Credit (auto),73.75,956.65,No
4860-YZGZM,Male,No,No,No,10,Yes,No,No,Monthly,eCheck,20,185.4,No
4868-AADLV,Male,Yes,Yes,Yes,66,Yes,Fiber,Yes,Annually,eCheck,116.25,7862.25,No
4869-EPIUS,Male,Yes,No,No,56,Yes,Fiber,Yes,Annually,eCheck,80.9,4557.5,No
4871-JTKJF,Female,No,No,Yes,1,Yes,Fiber,Yes,Monthly,eCheck,69.65,69.65,Yes
4872-JCVCA,Female,Yes,No,No,71,No,DSL,Yes,Biannually,Wire (auto),47.6,3377.8,No
4872-VXRIL,Male,No,No,No,56,Yes,DSL,Yes,Annually,Wire (auto),64.65,3665.55,No
4873-ILOLJ,Male,No,No,No,24,Yes,Fiber,Yes,Monthly,eCheck,90.35,2238.5,Yes
4877-EVATK,Male,No,No,No,1,Yes,No,No,Monthly,Check,20,20,Yes
4877-TSOFF,Female,Yes,Yes,No,55,Yes,DSL,Yes,Annually,Wire (auto),75.75,4264.25,No
4878-BUNFV,Male,Yes,Yes,No,42,Yes,No,No,Biannually,Check,20.7,828.85,No
4879-GZLFH,Female,Yes,Yes,No,42,Yes,Fiber,Yes,Monthly,eCheck,92.15,3875.4,No
4881-GQJTW,Male,No,No,No,14,Yes,No,No,Monthly,Credit (auto),19.6,300.4,No
4881-JVQOD,Male,Yes,Yes,Yes,10,No,DSL,Yes,Monthly,Wire (auto),34.55,362.6,No
4883-KCPZJ,Female,Yes,Yes,No,22,Yes,No,No,Biannually,Credit (auto),25.25,555.4,No
4883-QICIH,Male,Yes,Yes,No,32,Yes,Fiber,Yes,Monthly,Wire (auto),69.75,2347.9,Yes
4884-LEVMQ,Male,Yes,No,No,39,Yes,No,Yes,Biannually,Wire (auto),20.45,790,No
4884-TVUQF,Female,No,No,Yes,57,Yes,Fiber,No,Biannually,Credit (auto),101.3,5779.6,No
4884-ZTHVF,Female,No,No,Yes,8,Yes,Fiber,Yes,Monthly,eCheck,87.1,713.6,No
4890-VMUAV,Male,No,No,No,63,Yes,DSL,No,Annually,eCheck,71.5,4576.3,No
4891-NLUBA,Female,Yes,Yes,No,61,No,DSL,Yes,Biannually,Wire (auto),61.45,3751.15,No
4892-VLANZ,Male,No,No,No,1,Yes,No,No,Monthly,Check,19.8,19.8,Yes
4893-GYUJU,Female,No,No,No,50,Yes,No,Yes,Annually,Check,19.35,1033,No
4895-TMWIR,Male,Yes,No,Yes,11,Yes,No,No,Monthly,Check,19.95,214.75,Yes
4896-CPRPF,Male,Yes,Yes,No,35,Yes,No,No,Biannually,Wire (auto),25.45,809.25,No
4897-QSUYC,Female,No,No,No,1,Yes,No,Yes,Monthly,Check,20.15,20.15,Yes
4900-MSOMT,Female,Yes,Yes,No,72,Yes,DSL,No,Biannually,Wire (auto),80.2,5714.2,No
4902-OHLSK,Female,No,No,Yes,29,Yes,Fiber,No,Monthly,eCheck,98.65,2862.75,Yes
4903-CNOZC,Male,No,No,No,29,Yes,DSL,No,Annually,Credit (auto),70.9,1964.6,No
4903-UYAVB,Male,Yes,No,No,5,Yes,No,No,Monthly,Check,19.35,126.05,Yes
4905-JEFDW,Male,No,No,No,11,No,DSL,Yes,Annually,eCheck,41.6,470.6,Yes
4906-ZHGPK,Male,Yes,Yes,No,54,Yes,DSL,Yes,Annually,eCheck,70.7,3770,No
4908-XAXAY,Female,No,No,Yes,49,Yes,Fiber,Yes,Annually,Wire (auto),89.85,4287.2,No
4909-JOUPP,Male,Yes,No,Yes,72,Yes,Fiber,No,Biannually,Credit (auto),109.7,7898.45,No
4910-AQFFX,Male,Yes,Yes,No,9,Yes,Fiber,Yes,Monthly,Wire (auto),79.35,661.25,Yes
4910-GMJOT,Female,No,No,No,1,Yes,Fiber,Yes,Monthly,eCheck,94.6,94.6,Yes
4911-BANWH,Female,No,Yes,No,31,Yes,Fiber,Yes,Monthly,Credit (auto),86.55,2697.4,Yes
4912-PIGUY,Female,No,No,No,1,Yes,Fiber,Yes,Monthly,eCheck,84.6,84.6,No
4913-EHYUI,Male,Yes,Yes,Yes,56,Yes,Fiber,Yes,Annually,Wire (auto),104.55,5794.65,Yes
4915-BFSXL,Male,Yes,Yes,No,70,Yes,DSL,No,Biannually,Credit (auto),68.95,4858.7,No
4918-FYJNT,Female,Yes,No,Yes,55,Yes,Fiber,No,Monthly,eCheck,90.45,5044.8,No
4918-QLLIW,Male,No,No,No,3,Yes,DSL,No,Monthly,Credit (auto),53.4,188.7,Yes
4919-IKATY,Male,Yes,Yes,No,5,Yes,Fiber,Yes,Monthly,eCheck,84.5,453.75,Yes
4919-MOAVT,Male,No,Yes,No,3,Yes,Fiber,No,Monthly,eCheck,69.65,220.1,Yes
4922-CVPDX,Female,Yes,No,No,26,Yes,DSL,Yes,Biannually,Credit (auto),73.5,1905.7,No
4923-ADWXJ,Female,No,No,No,25,Yes,DSL,Yes,Monthly,Wire (auto),65.8,1679.65,No
4925-LMHOK,Male,No,No,No,15,Yes,DSL,Yes,Monthly,Credit (auto),58.6,939.7,Yes
4926-UMJZD,Female,Yes,No,No,31,Yes,DSL,Yes,Monthly,Check,49.2,1498.55,No
4927-WWOOZ,Male,Yes,No,No,2,Yes,Fiber,Yes,Monthly,eCheck,91.45,171.45,No
4929-BSTRX,Female,No,No,No,1,Yes,DSL,Yes,Monthly,Check,53.55,53.55,Yes
4929-ROART,Male,No,No,No,18,Yes,DSL,No,Monthly,Check,56.25,969.85,No
4929-XIHVW,Male,Yes,No,Yes,2,Yes,Fiber,Yes,Monthly,Credit (auto),95.5,181.65,No
4931-TRZWN,Female,No,No,No,13,Yes,DSL,Yes,Monthly,eCheck,71.95,923.85,No
4933-BSAIP,Female,Yes,No,No,40,Yes,No,No,Biannually,Check,19.1,780.1,No
4933-IKULF,Female,No,No,Yes,17,Yes,No,No,Annually,Check,20.65,330.6,No
4936-YPJNK,Female,No,No,No,10,Yes,No,Yes,Monthly,Check,19.9,199.45,No
4937-QPZPO,Male,Yes,Yes,No,61,Yes,Fiber,Yes,Annually,eCheck,99.9,6241.35,No
4939-KYYPY,Male,No,No,No,27,Yes,DSL,No,Monthly,eCheck,59.45,1611.65,No
4940-KHCWD,Female,Yes,No,No,60,No,DSL,No,Biannually,Wire (auto),37.7,2288.7,No
4942-VZZOM,Male,Yes,No,No,64,Yes,DSL,Yes,Annually,Credit (auto),66.15,4392.5,No
4945-RVMTE,Female,No,No,No,28,Yes,DSL,Yes,Monthly,Wire (auto),59.55,1646.45,No
4946-EDSEW,Female,Yes,Yes,No,11,Yes,No,Yes,Monthly,Check,19.25,180.3,Yes
4947-DSMXK,Male,Yes,Yes,No,34,Yes,Fiber,Yes,Monthly,Wire (auto),97.7,3410,No
4948-WBBKL,Female,No,No,Yes,36,Yes,Fiber,Yes,Monthly,Wire (auto),74.9,2659.45,No
4950-BDEUX,Male,No,No,No,35,No,DSL,No,Monthly,eCheck,49.2,1701.65,No
4950-HKQTE,Female,No,No,No,22,Yes,No,No,Biannually,Check,26.25,605.9,No
4951-UKAAQ,Female,No,No,No,4,Yes,Fiber,Yes,Monthly,eCheck,88.95,355.2,Yes
4952-YSOGZ,Female,Yes,Yes,No,4,Yes,Fiber,Yes,Monthly,eCheck,85.95,381.3,Yes
4955-VCWBI,Female,Yes,Yes,No,43,Yes,No,No,Annually,Check,20,817.95,No
4957-SREEC,Male,Yes,Yes,No,70,Yes,No,No,Biannually,Credit (auto),20.35,1458.1,No
4957-TIALW,Female,No,Yes,No,15,Yes,DSL,No,Annually,Credit (auto),65.6,1010,No
4957-TREIR,Male,No,No,No,3,Yes,DSL,Yes,Monthly,Credit (auto),64.4,195.65,No
4958-GZWIY,Male,Yes,Yes,No,7,Yes,DSL,No,Monthly,eCheck,48.7,340.25,Yes
4958-XCBDQ,Male,No,No,Yes,35,Yes,Fiber,Yes,Monthly,eCheck,101.4,3496.3,Yes
4959-JOSRX,Female,Yes,No,No,2,Yes,DSL,Yes,Monthly,Credit (auto),44.6,80.55,Yes
4962-CHQPW,Male,No,Yes,No,29,Yes,No,No,Annually,Check,19.85,535.05,No
4967-WPNCF,Male,No,No,No,72,No,DSL,Yes,Biannually,Wire (auto),63.7,4464.8,No
4971-PUYQO,Female,No,No,No,27,Yes,Fiber,Yes,Monthly,Check,94.55,2724.6,Yes
4973-MGTON,Female,Yes,No,No,71,Yes,DSL,Yes,Biannually,Credit (auto),84.4,5969.3,No
4973-RLZVI,Female,No,No,No,30,Yes,DSL,No,Annually,Credit (auto),74.65,2308.6,No
4976-LNFVV,Male,Yes,No,Yes,19,No,DSL,Yes,Monthly,Credit (auto),34.3,577.15,No
4979-HPRFL,Male,Yes,Yes,No,56,Yes,No,No,Biannually,Wire (auto),24.15,1402.25,No
4980-URKXC,Male,Yes,No,No,36,Yes,No,No,Annually,Wire (auto),20.85,720.05,No
4981-FLTMF,Female,Yes,Yes,No,57,Yes,DSL,No,Monthly,Wire (auto),65.2,3687.85,No
4983-CCWMC,Male,No,No,No,3,Yes,Fiber,Yes,Monthly,Check,69.6,207.4,No
4983-CLMLV,Female,Yes,No,No,52,Yes,Fiber,Yes,Monthly,Credit (auto),102.7,5138.1,No
4986-MXSFP,Female,No,No,No,2,Yes,No,Yes,Monthly,Check,20,40.9,No
4987-GQWPO,Male,No,No,No,17,No,DSL,No,Monthly,Credit (auto),25.1,382.8,No
4988-IQIGL,Male,No,No,Yes,1,Yes,Fiber,Yes,Monthly,eCheck,75.35,75.35,Yes
4989-LIXVT,Male,No,No,Yes,68,Yes,Fiber,Yes,Monthly,eCheck,95.9,6503.2,No
4990-ALDGW,Male,No,No,No,57,Yes,No,No,Biannually,Check,20.75,1118.8,No
4992-LTJNE,Male,Yes,Yes,No,72,Yes,DSL,No,Biannually,Wire (auto),55.3,3983.6,No
4993-JCRGJ,Male,No,No,No,26,Yes,Fiber,Yes,Monthly,Check,84.3,2281.6,No
4994-OBRSZ,Male,No,Yes,No,14,Yes,DSL,No,Biannually,Wire (auto),76.1,1054.8,No
4998-IKFSE,Female,No,No,No,30,Yes,Fiber,No,Monthly,eCheck,100.45,3096.9,No
4999-IEZLT,Male,No,No,No,66,No,DSL,No,Annually,Credit (auto),29.45,1983.15,No
5002-GCQFH,Male,Yes,No,No,49,Yes,Fiber,Yes,Monthly,Wire (auto),93.85,4733.1,No
5003-OKNNK,Female,Yes,Yes,No,15,Yes,No,No,Annually,Credit (auto),20.35,335.95,No
5003-XZWWO,Male,Yes,No,No,71,Yes,DSL,No,Biannually,Credit (auto),84.2,5956.85,No
5006-MXVRN,Female,No,No,No,39,Yes,No,No,Biannually,Credit (auto),20.7,762.45,No
5010-IPEAQ,Female,Yes,Yes,No,67,No,DSL,No,Biannually,Credit (auto),54.2,3623.95,No
5012-YSPJJ,Male,Yes,Yes,No,31,Yes,DSL,No,Monthly,Check,54.35,1647,No
5013-SBUIH,Female,No,No,No,50,Yes,Fiber,Yes,Biannually,eCheck,109.65,5551.15,Yes
5014-GSOUQ,Male,No,No,No,13,Yes,No,No,Biannually,Check,19.95,243.65,No
5014-WUQMG,Male,Yes,Yes,No,47,Yes,Fiber,Yes,Annually,eCheck,96.1,4391.45,No
5016-ETTFF,Male,No,No,No,10,No,DSL,No,Monthly,Check,29.5,255.25,Yes
5016-IBERQ,Male,Yes,No,No,23,Yes,Fiber,No,Monthly,eCheck,84.25,1968.1,No
5016-LIPDW,Male,Yes,Yes,No,57,Yes,No,No,Annually,Check,19.4,1061.6,No
5018-GWURO,Female,Yes,No,No,56,Yes,Fiber,Yes,Monthly,Wire (auto),85.6,4902.8,No
5018-HEKFO,Female,No,No,No,10,Yes,No,Yes,Monthly,Check,24.5,270.15,No
5018-LXQQG,Female,Yes,Yes,No,30,Yes,DSL,No,Monthly,Wire (auto),66.3,1923.5,No
5019-GQVCR,Male,No,No,Yes,43,Yes,Fiber,Yes,Monthly,eCheck,84.85,3645.6,No
5020-ZSTTY,Female,No,No,Yes,54,Yes,DSL,No,Annually,Wire (auto),82.45,4350.1,Yes
5022-JNQEQ,Female,Yes,Yes,No,9,Yes,Fiber,Yes,Monthly,eCheck,75.85,647.5,No
5022-KVDQT,Male,No,No,No,27,Yes,Fiber,Yes,Monthly,eCheck,81.3,2272.8,No
5025-GOOKI,Female,No,No,No,20,Yes,No,Yes,Monthly,Credit (auto),18.9,347.65,No
5027-QPKTE,Male,Yes,No,No,7,Yes,Fiber,Yes,Monthly,eCheck,69.35,451.1,Yes
5027-XWQHA,Male,No,No,No,6,Yes,DSL,No,Monthly,eCheck,44.75,270.95,Yes
5027-YOCXN,Male,Yes,Yes,No,51,Yes,Fiber,No,Annually,Credit (auto),110.05,5686.4,No
5028-GZLDO,Male,No,No,No,2,Yes,Fiber,No,Monthly,Credit (auto),70.7,140.7,Yes
5028-HTLJB,Male,No,No,Yes,1,Yes,No,No,Monthly,Check,20.05,20.05,Yes
5032-MIYKT,Female,No,No,No,1,Yes,Fiber,Yes,Monthly,Check,70.7,70.7,No
5032-USPKF,Female,No,No,No,38,Yes,DSL,No,Annually,Wire (auto),84.1,3187.65,No
5035-BVCXS,Male,No,No,No,11,Yes,Fiber,Yes,Monthly,Check,75.9,866.4,No
5035-PGZXH,Female,No,No,No,56,Yes,Fiber,Yes,Annually,eCheck,106.8,5914.4,No
5038-ETMLM,Female,Yes,No,No,72,Yes,Fiber,Yes,Biannually,Wire (auto),113.65,8182.75,No
5039-LZRQT,Female,No,No,No,13,Yes,No,No,Annually,Check,20.2,273.25,No
5043-TRZWM,Female,No,No,No,1,Yes,Fiber,No,Monthly,eCheck,75.55,75.55,No
5044-LRQAQ,Female,Yes,No,No,7,Yes,Fiber,Yes,Monthly,Wire (auto),69.2,477.55,No
5044-XDPYX,Female,Yes,No,No,51,Yes,No,No,Biannually,Check,25.5,1281.25,No
5046-NUHWD,Female,Yes,No,Yes,29,No,DSL,Yes,Monthly,eCheck,45,1228.65,No
5047-LHVLY,Male,No,Yes,Yes,1,Yes,DSL,Yes,Monthly,Check,50.15,50.15,Yes
5049-GLYVG,Male,No,No,No,1,Yes,No,No,Monthly,Check,20.6,20.6,Yes
5049-MUBWG,Male,No,No,No,26,Yes,DSL,No,Annually,Wire (auto),75,1908.35,No
5052-PNLOS,Male,No,No,No,3,Yes,Fiber,Yes,Monthly,Wire (auto),105.35,323.25,Yes
5054-IEXZT,Male,No,Yes,No,1,Yes,Fiber,Yes,Monthly,eCheck,75.35,75.35,Yes
5055-BRMNE,Female,Yes,Yes,No,67,Yes,Fiber,No,Biannually,Credit (auto),106.7,7009.5,No
5055-MGMGF,Female,Yes,No,No,65,Yes,Fiber,Yes,Monthly,eCheck,105.05,6914.95,No
5056-FIMPT,Female,No,Yes,No,43,Yes,Fiber,Yes,Annually,Credit (auto),106,4532.3,No
5057-LCOUI,Female,No,No,No,39,No,DSL,Yes,Monthly,eCheck,50.75,2011.4,Yes
5057-RKGLH,Female,Yes,Yes,No,9,Yes,No,No,Biannually,Check,20.35,191.1,No
5060-TQUQN,Male,Yes,Yes,No,30,Yes,Fiber,Yes,Monthly,Wire (auto),83.55,2570.2,No
5061-PBXFW,Female,Yes,Yes,No,32,Yes,DSL,No,Monthly,Wire (auto),61.4,1864.65,No
5062-CJJKH,Male,Yes,Yes,No,25,Yes,DSL,No,Annually,Check,53.65,1355.45,No
5063-IUOKK,Male,No,No,No,13,Yes,No,No,Biannually,Check,19.75,265.75,No
5066-GFJMM,Female,Yes,No,No,3,Yes,No,Yes,Monthly,Check,19.9,45.75,No
5067-DGXLL,Male,No,No,No,2,Yes,No,No,Monthly,Check,20.25,36.8,No
5067-WJEUN,Male,Yes,Yes,No,67,Yes,DSL,Yes,Biannually,Wire (auto),54.2,3838.2,No
5067-XJQFU,Male,Yes,Yes,Yes,66,Yes,Fiber,Yes,Annually,eCheck,108.45,7076.35,No
5071-FBJFS,Female,Yes,Yes,No,4,Yes,DSL,No,Monthly,eCheck,50.3,217.1,No
5073-RZGBK,Female,Yes,Yes,No,50,Yes,DSL,Yes,Annually,Wire (auto),80.05,4042.2,No
5073-WXOYN,Female,No,No,No,60,No,DSL,Yes,Monthly,eCheck,50.8,3027.4,Yes
5074-FBGHB,Male,No,No,No,64,Yes,Fiber,Yes,Annually,Credit (auto),104.65,6889.8,No
5075-JSDKI,Female,No,No,No,59,Yes,No,No,Biannually,eCheck,24.45,1493.1,No
5076-YVXCM,Male,No,No,No,51,Yes,Fiber,No,Monthly,Wire (auto),83.4,4149.45,No
5077-DXTCG,Female,No,No,No,1,Yes,DSL,Yes,Monthly,eCheck,45.3,45.3,Yes
5081-NWSUP,Female,No,No,No,10,Yes,DSL,No,Annually,Check,64.9,685.55,No
5084-OOVCJ,Female,Yes,Yes,No,17,Yes,DSL,Yes,Monthly,Credit (auto),55.35,920.5,No
5087-SUURX,Female,Yes,No,No,18,No,DSL,Yes,Monthly,eCheck,39.05,669.85,Yes
5088-QZLRL,Male,No,No,No,1,Yes,No,No,Monthly,eCheck,20.65,20.65,No
5089-IFSDP,Female,Yes,No,No,58,Yes,Fiber,Yes,Biannually,Wire (auto),109.45,6144.55,Yes
5090-EMGTC,Female,Yes,No,No,59,Yes,Fiber,Yes,Biannually,Check,100.05,6034.85,No
5091-HFAZW,Female,No,No,No,2,Yes,Fiber,Yes,Monthly,eCheck,91.15,168.5,No
5092-STPKP,Female,No,No,No,24,Yes,DSL,No,Monthly,Credit (auto),56.35,1381.2,No
5093-FEGLU,Female,Yes,No,No,47,Yes,No,No,Biannually,Wire (auto),19.65,921.55,No
5095-AESKG,Female,Yes,No,No,3,Yes,Fiber,Yes,Monthly,Credit (auto),91.5,242.95,Yes
5095-ETBRJ,Female,Yes,No,No,55,Yes,DSL,No,Biannually,Check,56.8,3112.05,No
5099-BAILX,Male,Yes,Yes,Yes,43,Yes,Fiber,Yes,Monthly,Wire (auto),110.75,4687.9,Yes
5103-MHMHY,Female,No,Yes,No,1,Yes,DSL,No,Monthly,Check,45.95,45.95,Yes
5108-ADXWO,Male,No,No,No,11,Yes,Fiber,Yes,Monthly,eCheck,73.5,791.75,Yes
5110-CHOPY,Female,No,No,No,60,No,DSL,No,Biannually,eCheck,53.6,3237.05,No
5115-GZDEL,Male,No,Yes,No,72,No,DSL,No,Biannually,Credit (auto),67.2,4671.7,No
5115-SQAAU,Female,Yes,Yes,No,69,Yes,No,Yes,Biannually,Wire (auto),25.6,1673.4,No
